id_cliente,num_reclamacoes_12m,num_sinistros_historico,dias_ultimo_contato,canal_preferencial_contato,tempo_medio_resposta_dias,num_ligacoes_suporte_12m,tempo_resolucao_ultimo_sinistro,num_acessos_app_mes,satisfacao_nps,teve_sinistro,dias_desde_ultimo_sinistro
221301058220,0,0,92,whatsapp,5,2,0,14,3,0,-1
221302476804,2,2,26,email,1,1,10,16,10,1,437
221302931721,0,0,2,whatsapp,3,1,0,25,7,0,-1
221302092241,1,0,42,whatsapp,5,1,0,4,10,0,-1
221300383836,1,0,57,whatsapp,1,2,0,9,4,0,-1
221301941331,0,2,41,whatsapp,13,0,23,11,4,1,659
221302476872,0,0,2,email,0,1,0,16,3,0,-1
221300709888,3,1,48,whatsapp,4,3,11,6,5,1,462
221301624905,0,0,46,whatsapp,4,4,10,11,7,1,606
221303034421,1,1,79,email,0,4,8,18,6,1,353
221300045107,1,2,1,whatsapp,1,3,38,7,8,1,588
221303210078,0,0,168,telefone,6,4,0,9,7,0,-1
221303074801,2,1,17,email,1,2,17,8,5,1,667
221302639700,2,0,43,email,0,2,0,12,7,0,-1
221300002804,0,0,1,email,0,2,0,10,6,0,-1
221302145222,1,0,43,telefone,0,5,0,13,3,0,-1
221301816699,0,5,69,telefone,0,2,2,19,3,1,503
221303092695,1,0,9,whatsapp,6,3,0,8,9,0,-1
221303083047,2,0,82,whatsapp,2,1,0,5,8,0,-1
221302131765,1,0,19,whatsapp,1,1,0,3,8,0,-1
221301910911,1,2,11,telefone,1,5,1,14,5,1,162
221300607616,0,0,3,whatsapp,2,2,0,5,9,0,-1
221302897179,0,1,5,whatsapp,2,0,12,4,10,1,142
221302328343,1,0,30,telefone,2,3,0,14,8,0,-1
221303122278,1,1,18,whatsapp,4,1,7,8,10,1,857
221300189905,4,2,143,whatsapp,1,0,1,9,8,1,877
221300041285,1,1,19,whatsapp,8,0,39,7,6,1,605
221301245170,0,0,57,whatsapp,0,1,0,8,2,0,-1
221303262556,2,2,9,whatsapp,3,1,8,11,7,1,258
221302821024,0,1,15,telefone,0,1,33,7,7,1,563
221300428176,1,0,31,whatsapp,1,2,0,11,3,0,-1
221303119639,0,0,65,email,0,2,0,12,5,0,-1
221300056919,1,1,92,telefone,0,2,5,7,8,1,643
221300802537,1,0,29,whatsapp,0,2,0,11,3,0,-1
221301219880,2,1,16,whatsapp,2,4,40,18,3,1,842
221300423586,2,3,85,email,2,3,4,10,6,1,754
221300576584,3,2,168,whatsapp,0,3,24,5,6,1,703
221303292241,1,0,14,whatsapp,2,2,0,13,6,0,-1
221301442076,0,0,79,telefone,0,1,0,8,5,0,-1
221302141977,0,1,38,whatsapp,2,2,49,6,7,1,451
221301917584,0,1,80,carta,6,1,1,14,10,1,115
221300382637,0,0,31,whatsapp,0,2,0,13,6,0,-1
221302601831,0,2,14,email,4,2,37,7,4,1,803
221302852525,1,0,27,whatsapp,2,1,0,7,6,0,-1
221301499729,0,0,53,carta,8,1,0,16,5,0,-1
221303176610,0,1,1,email,0,3,12,5,9,1,147
221300176443,0,2,96,telefone,0,1,38,24,9,1,579
221302419000,3,2,2,telefone,0,0,6,16,7,1,190
221300592516,1,1,161,whatsapp,3,3,15,14,0,1,878
221302862384,1,0,8,email,5,3,0,1,4,0,-1
221301153024,0,0,98,whatsapp,7,2,0,15,10,0,-1
221300337673,0,0,49,email,1,3,0,7,7,0,-1
221301681080,1,1,168,email,6,2,7,0,3,1,390
221302734969,1,0,43,whatsapp,5,3,0,8,10,0,-1
221302483496,1,1,6,telefone,5,4,2,0,5,1,725
221301910109,1,1,8,email,5,2,0,3,7,0,-1
221303151717,0,0,7,email,4,2,0,9,7,0,-1
221302533881,2,2,28,whatsapp,6,1,39,10,7,1,516
221302212798,0,2,96,email,3,1,4,3,8,1,861
221301965038,0,2,117,email,0,0,2,21,6,1,189
221303270064,2,0,168,email,3,3,0,15,7,0,-1
221303249536,1,0,90,email,7,1,0,4,7,0,-1
221303251243,0,0,38,whatsapp,1,1,0,4,5,0,-1
221303068920,2,4,60,email,4,1,3,5,10,1,657
221302791355,1,0,2,telefone,4,1,0,6,6,0,-1
221301598658,0,2,17,telefone,3,3,32,8,7,1,273
221302219602,1,1,27,whatsapp,2,1,12,12,8,1,333
221303286191,1,2,27,email,0,2,26,11,7,1,919
221303045306,1,3,127,whatsapp,5,4,59,10,4,1,813
221300757569,1,0,20,email,3,0,0,11,10,0,-1
221300109033,0,0,168,telefone,1,0,0,12,6,0,-1
221300239912,0,0,18,telefone,4,3,0,15,10,0,-1
221301487966,1,2,168,email,3,2,17,11,6,1,459
221300873335,0,1,108,whatsapp,0,2,20,9,7,1,699
221300354996,1,1,168,carta,1,3,1,6,8,1,809
221300460359,0,1,10,telefone,0,2,13,7,5,1,905
221302149023,1,1,95,email,8,0,4,11,8,1,832
221301660983,0,0,20,whatsapp,2,3,0,11,8,0,-1
221302936860,1,0,13,whatsapp,0,1,0,5,0,0,-1
221301215127,1,1,155,telefone,2,2,35,9,8,1,343
221300462342,0,0,7,whatsapp,5,3,0,1,7,0,-1
221301522826,0,1,86,whatsapp,0,0,5,19,6,1,83
221301671565,2,1,46,email,3,2,1,10,8,1,873
221300494454,0,0,168,whatsapp,2,1,0,9,6,0,-1
221302000941,2,1,95,email,4,3,31,11,5,1,308
221301328628,3,1,168,telefone,2,1,11,13,5,1,786
221302753900,0,1,52,telefone,4,4,1,13,10,1,650
221300495396,0,1,147,whatsapp,2,2,25,0,10,1,505
221303192920,3,2,29,telefone,1,2,30,10,5,1,800
221302094912,1,1,40,whatsapp,0,3,1,8,8,1,858
221303064890,0,0,64,whatsapp,1,0,0,13,5,0,-1
221300706647,2,1,7,email,1,1,7,15,5,1,195
221301219143,1,1,48,email,2,1,16,9,6,1,640
221300677373,0,1,4,telefone,1,5,2,3,10,1,298
221300923398,0,0,6,whatsapp,2,0,0,12,9,0,-1
221302916585,0,1,8,email,4,3,13,8,7,1,500
221302151984,2,0,4,telefone,0,3,0,5,5,0,-1
221301994658,0,0,18,carta,3,2,0,18,9,0,-1
221303073683,0,0,141,telefone,1,2,0,5,7,0,-1
221300721485,3,0,118,telefone,0,4,0,15,7,0,-1
221300244626,1,0,5,email,2,0,0,12,6,0,-1
221300045020,2,1,95,email,0,2,5,10,5,1,324
221301744008,2,0,75,email,10,2,0,7,2,0,-1
221301079150,0,2,1,whatsapp,4,2,3,11,4,1,173
221303057541,1,1,16,email,6,1,18,4,5,1,675
221300887779,0,3,55,whatsapp,6,0,43,8,4,1,862
221301770755,2,1,54,whatsapp,1,1,0,11,2,0,-1
221300105186,0,0,26,whatsapp,7,2,0,6,6,0,-1
221300047398,0,5,34,telefone,3,2,6,19,8,1,116
221301427911,0,0,56,email,10,5,0,13,9,0,-1
221303077517,0,2,60,email,1,0,50,15,9,1,290
221301149299,3,0,6,email,0,0,0,7,4,0,-1
221302570730,0,1,90,telefone,3,1,42,11,9,1,347
221300990752,1,1,1,email,6,4,13,13,3,1,683
221303045115,3,1,111,email,2,1,4,9,6,1,895
221301264359,1,0,56,whatsapp,5,3,0,14,4,0,-1
221302404949,1,0,27,telefone,2,5,0,13,10,0,-1
221302380922,2,2,22,email,17,3,1,14,8,1,726
221303089295,0,0,123,whatsapp,0,4,0,7,5,0,-1
221300700019,0,2,51,whatsapp,0,2,12,10,5,1,719
221301699645,0,2,15,whatsapp,8,4,13,12,4,1,214
221302957425,1,0,58,email,1,1,0,9,10,0,-1
221300592856,1,0,21,telefone,2,3,0,10,4,0,-1
221303226688,0,0,40,email,0,2,0,3,5,0,-1
221301285234,0,0,2,telefone,1,0,0,11,6,0,-1
221300184506,3,2,17,email,0,4,120,14,4,1,349
221302737283,0,0,24,email,2,3,0,0,8,0,-1
221303250174,0,0,37,whatsapp,0,0,0,15,5,0,-1
221302097104,1,0,1,telefone,0,3,0,18,6,0,-1
221302871360,0,0,140,whatsapp,10,1,0,12,8,0,-1
221301469100,0,2,1,email,3,2,35,11,6,1,641
221301120326,0,0,7,email,12,4,0,18,6,0,-1
221301335710,2,2,5,whatsapp,1,2,9,1,7,1,113
221301609918,1,0,76,telefone,5,1,0,17,6,0,-1
221300946826,1,1,31,whatsapp,2,0,16,13,5,1,755
221303269712,2,0,29,whatsapp,2,1,0,22,8,0,-1
221301763719,1,0,26,email,2,5,0,1,6,0,-1
221301396731,0,1,67,whatsapp,3,1,2,19,5,1,614
221301810906,1,0,41,telefone,2,0,0,14,8,0,-1
221301020706,2,1,168,telefone,5,4,0,7,7,0,-1
221303093844,1,4,168,email,2,2,2,13,6,1,574
221300784657,1,1,75,whatsapp,2,3,56,3,5,1,409
221300609042,2,3,102,email,0,1,11,9,5,1,240
221302473683,1,2,20,email,3,2,21,5,6,1,590
221301469350,5,1,41,telefone,5,3,3,11,2,1,254
221302256200,2,1,22,whatsapp,2,2,72,3,6,1,148
221302960312,0,0,45,email,0,2,0,14,5,0,-1
221302173707,0,0,4,whatsapp,5,2,0,8,5,0,-1
221300664278,0,0,23,telefone,0,1,0,19,9,0,-1
221301437396,2,0,5,carta,7,1,0,11,6,0,-1
221301430507,1,3,2,email,4,3,65,1,4,1,322
221302890576,0,2,11,telefone,2,1,11,10,8,1,151
221300264597,0,0,46,email,0,4,0,9,3,0,-1
221300808508,0,0,49,email,3,1,0,17,8,0,-1
221302822748,1,1,15,telefone,1,1,102,4,4,1,734
221302662145,1,2,50,whatsapp,0,2,24,18,10,1,200
221300959714,2,0,5,whatsapp,0,2,0,11,7,0,-1
221300710472,0,0,3,email,3,3,0,12,9,0,-1
221303271512,0,2,20,carta,3,2,22,10,8,1,836
221300975488,1,1,86,telefone,1,3,26,12,5,1,735
221300654030,0,0,92,whatsapp,1,2,0,9,4,0,-1
221300412836,2,0,38,whatsapp,1,1,0,7,10,0,-1
221303024018,0,2,30,whatsapp,1,2,5,13,5,1,57
221303045670,1,0,84,telefone,3,0,0,9,7,0,-1
221301326737,0,1,50,email,1,3,11,16,8,1,768
221302795245,1,0,150,telefone,2,3,0,12,7,0,-1
221302988908,2,1,59,whatsapp,3,0,59,7,5,1,833
221301582448,2,0,32,whatsapp,3,5,0,2,10,0,-1
221301625445,0,1,84,email,1,2,5,11,6,1,644
221303217041,0,0,62,telefone,2,2,0,15,10,0,-1
221301524020,1,2,50,whatsapp,3,1,18,5,9,1,396
221302619514,0,1,106,email,2,4,38,10,8,1,397
221300918054,1,0,2,carta,0,0,0,11,5,0,-1
221302042158,1,0,52,carta,5,0,0,6,10,0,-1
221301987466,1,1,46,whatsapp,0,2,11,13,5,1,71
221301954619,2,4,150,telefone,0,2,13,7,1,1,463
221302675070,0,0,168,telefone,0,6,0,20,5,0,-1
221302662103,1,0,8,telefone,0,2,0,14,3,0,-1
221301158297,3,1,126,email,4,4,1,15,4,1,287
221303111630,1,0,7,whatsapp,3,2,0,17,7,0,-1
221302866019,2,0,139,telefone,2,1,0,11,4,0,-1
221303227791,0,1,70,whatsapp,1,1,6,6,10,1,765
221302801834,2,2,21,email,8,2,40,10,7,1,256
221300730517,1,0,17,telefone,1,2,0,19,7,0,-1
221300649847,2,0,168,telefone,3,1,0,0,1,0,-1
221301231582,0,0,14,whatsapp,5,1,0,17,6,0,-1
221300048400,0,0,34,email,0,3,0,16,5,0,-1
221301673276,1,2,48,email,4,2,4,11,1,1,828
221300538980,0,1,61,whatsapp,2,1,3,15,7,1,59
221303233070,1,0,59,whatsapp,4,1,0,15,6,0,-1
221300947422,2,2,65,whatsapp,0,3,3,9,6,1,662
221300619258,2,2,6,email,0,1,20,12,3,1,743
221303172430,2,1,5,email,5,2,22,6,6,1,421
221300512150,1,1,57,whatsapp,1,2,48,13,5,1,134
221300658761,1,0,55,email,10,3,0,2,3,0,-1
221303161161,0,0,54,whatsapp,1,3,0,22,9,0,-1
221300822170,0,0,35,telefone,12,1,0,17,8,0,-1
221302814736,1,4,23,whatsapp,2,3,7,10,8,1,616
221300756021,0,0,49,email,4,4,0,6,9,0,-1
221301582686,2,0,14,whatsapp,0,0,0,17,7,0,-1
221302142357,1,1,38,whatsapp,1,1,31,18,7,1,803
221302740420,1,0,72,telefone,1,1,0,7,6,0,-1
221300436983,0,2,3,telefone,5,1,62,14,8,1,713
221303069083,0,3,16,whatsapp,1,0,24,8,10,1,763
221300327917,1,2,47,whatsapp,1,1,1,10,6,1,504
221302332253,0,0,55,telefone,4,1,0,7,6,0,-1
221301230058,1,0,7,carta,0,0,0,10,7,0,-1
221301165654,0,1,138,email,0,2,11,6,7,1,333
221301334530,0,1,165,telefone,2,2,13,17,9,1,869
221303059846,0,0,6,whatsapp,10,2,0,7,6,0,-1
221303183022,0,1,23,telefone,2,0,12,11,7,1,499
221302905520,1,0,40,telefone,7,1,0,12,5,0,-1
221300544204,2,0,5,telefone,0,4,0,7,4,0,-1
221302844669,0,1,67,email,0,4,9,5,7,1,314
221302579442,0,0,66,telefone,1,3,0,17,6,0,-1
221301610410,3,0,20,email,4,4,0,3,8,0,-1
221300035514,1,3,22,email,6,2,1,7,6,1,153
221302422074,1,0,16,whatsapp,0,3,0,15,5,0,-1
221302322139,1,2,27,whatsapp,2,3,14,12,10,1,102
221300065589,2,1,34,whatsapp,6,3,37,8,1,1,232
221302295483,0,4,66,whatsapp,0,3,26,6,6,1,169
221303130671,0,0,38,whatsapp,0,0,0,1,9,0,-1
221300774453,0,2,18,telefone,1,2,27,6,10,1,334
221302741836,0,3,49,telefone,5,2,15,2,6,1,708
221301987538,0,0,37,telefone,2,2,0,15,8,0,-1
221303200012,0,0,44,telefone,0,3,0,14,5,0,-1
221302439082,1,1,29,whatsapp,5,3,0,12,3,0,-1
221300743246,2,1,7,email,2,0,1,9,6,1,399
221300605487,1,1,90,whatsapp,0,2,9,9,6,1,385
221301776795,0,0,0,email,2,1,0,5,8,0,-1
221302898522,0,1,76,whatsapp,0,3,22,21,4,1,439
221303073972,3,2,72,email,0,2,4,11,5,1,617
221301791813,2,0,1,telefone,4,2,0,3,1,0,-1
221301075437,1,1,1,whatsapp,4,2,27,5,3,1,508
221302867134,1,0,1,email,4,2,0,19,6,0,-1
221301410013,0,1,1,email,1,3,1,6,10,1,382
221300500949,1,1,11,carta,0,0,3,8,8,1,613
221300338379,3,0,19,telefone,3,3,0,13,4,0,-1
221302138096,1,0,63,whatsapp,1,1,0,11,8,0,-1
221303088659,1,1,19,whatsapp,3,1,63,6,8,1,787
221300076083,1,0,44,whatsapp,0,2,0,4,3,0,-1
221301440570,1,0,31,telefone,2,0,0,11,10,0,-1
221302075689,0,0,1,telefone,0,1,0,22,8,0,-1
221301838962,0,1,107,whatsapp,7,0,47,10,8,1,675
221301750398,0,3,55,whatsapp,1,1,11,17,3,1,525
221300931052,2,0,12,whatsapp,2,2,0,10,6,0,-1
221302912000,0,0,29,whatsapp,7,4,0,6,3,0,-1
221300335410,2,0,56,whatsapp,3,4,0,7,5,0,-1
221301227103,1,0,24,whatsapp,3,1,0,10,7,0,-1
221301473636,0,1,69,carta,3,3,3,10,3,1,180
221302121222,0,0,50,email,2,4,0,9,7,0,-1
221303230351,4,1,8,telefone,0,1,26,15,4,1,609
221303285311,1,1,15,whatsapp,1,2,8,9,7,1,145
221301073023,0,1,71,whatsapp,0,0,56,13,9,1,260
221302651107,0,0,52,whatsapp,1,2,0,5,7,0,-1
221301720518,3,0,43,telefone,3,2,0,14,2,0,-1
221302948457,1,2,59,email,5,0,31,11,7,1,614
221302594912,2,0,158,email,3,2,0,12,9,0,-1
221303045782,1,0,36,email,1,1,0,6,6,0,-1
221301390381,2,1,63,email,10,2,11,5,6,1,812
221301480627,1,1,41,telefone,2,1,2,9,8,1,204
221302538711,1,2,125,email,0,0,24,5,7,1,216
221301583600,0,1,28,whatsapp,2,1,32,0,2,1,733
221300926683,0,0,135,telefone,1,4,0,12,6,0,-1
221300173186,1,0,66,email,4,0,0,21,5,0,-1
221300213121,1,1,81,email,5,3,2,8,0,1,750
221303183805,1,0,16,whatsapp,0,3,0,13,2,0,-1
221300090696,2,1,7,whatsapp,1,2,20,12,10,1,305
221302685897,2,1,168,telefone,2,3,12,10,3,1,672
221302901647,2,0,57,email,0,3,0,12,2,0,-1
221302317481,0,0,86,telefone,10,3,0,8,6,0,-1
221302083358,1,0,122,email,3,1,0,3,5,0,-1
221301049733,0,1,6,whatsapp,0,2,13,19,7,1,342
221302979653,1,0,75,telefone,0,1,0,14,6,0,-1
221300376847,0,0,12,email,2,2,0,17,2,0,-1
221300250899,3,1,19,telefone,3,3,16,16,5,1,606
221301851448,2,1,132,telefone,2,3,8,8,2,1,606
221301185004,2,0,19,whatsapp,1,2,0,9,6,0,-1
221302503823,0,1,18,email,11,0,5,13,10,1,725
221301084768,2,0,6,whatsapp,0,2,0,16,7,0,-1
221300680658,3,2,99,telefone,1,1,12,6,9,1,594
221302248852,2,0,3,whatsapp,1,1,0,14,7,0,-1
221300142921,3,0,2,telefone,4,4,0,17,7,0,-1
221302528149,0,2,7,whatsapp,0,2,11,4,8,1,896
221302215702,0,0,82,whatsapp,2,2,0,7,1,0,-1
221301415863,2,1,76,whatsapp,0,3,12,4,4,1,338
221303064629,0,1,78,whatsapp,0,1,45,16,4,1,838
221300841338,1,1,4,telefone,2,3,3,12,10,1,403
221300515817,1,0,7,email,9,0,0,7,8,0,-1
221300953123,0,1,9,telefone,5,6,4,7,9,1,335
221301859203,0,0,135,whatsapp,0,1,0,12,9,0,-1
221301975784,0,1,128,telefone,1,1,5,2,5,1,764
221301662460,2,2,37,carta,2,1,7,11,8,1,760
221301883067,1,3,35,email,0,1,39,11,3,1,42
221303016502,1,0,23,email,2,3,0,14,4,0,-1
221301208824,2,1,29,email,2,4,3,14,6,1,353
221302990078,0,2,43,whatsapp,2,1,12,16,8,1,824
221301449581,1,0,90,whatsapp,0,3,0,5,5,0,-1
221302179687,0,2,20,email,1,1,2,8,10,1,165
221302722472,1,1,35,whatsapp,2,4,5,2,9,1,67
221300851592,1,1,138,email,0,4,0,12,7,0,-1
221301770521,2,0,32,email,6,3,0,9,7,0,-1
221300947774,0,0,90,email,8,4,0,5,10,0,-1
221300377980,1,1,42,whatsapp,6,3,25,12,5,1,30
221300895971,2,1,96,email,6,0,37,18,3,1,384
221301613747,3,1,23,whatsapp,1,4,22,20,4,1,369
221300002012,2,1,13,whatsapp,2,1,5,8,3,1,269
221302035611,0,0,168,email,7,3,0,9,8,0,-1
221300026425,1,1,40,whatsapp,0,2,32,7,6,1,639
221300031810,1,4,21,whatsapp,1,0,1,10,8,1,711
221300752895,2,0,96,telefone,8,1,0,6,5,0,-1
221302076084,3,0,64,email,1,2,0,5,5,0,-1
221302796523,2,1,30,telefone,2,4,28,16,7,1,352
221302540271,0,1,68,email,1,0,97,9,10,1,635
221302585042,0,2,50,whatsapp,5,3,7,13,8,1,867
221301525915,0,0,12,whatsapp,4,3,0,15,10,0,-1
221301501438,1,1,37,whatsapp,1,2,6,8,6,1,324
221302256854,4,0,1,telefone,4,4,0,10,4,0,-1
221300656522,0,1,168,whatsapp,4,4,14,12,9,1,923
221300529166,2,1,14,telefone,1,2,55,11,3,1,223
221302216425,2,0,86,whatsapp,1,0,0,13,5,0,-1
221302901025,1,1,16,whatsapp,1,1,66,15,5,1,599
221303094826,1,1,2,whatsapp,0,2,3,7,6,1,156
221302919874,1,0,42,email,2,1,0,12,4,0,-1
221303244794,0,1,12,whatsapp,1,4,20,6,6,1,514
221300183142,3,0,79,telefone,0,4,0,5,3,0,-1
221300975396,0,4,6,whatsapp,1,2,65,13,4,1,843
221302295278,0,0,105,telefone,0,1,14,16,5,1,485
221303223669,2,0,9,whatsapp,4,2,0,3,4,0,-1
221300744690,0,0,23,email,2,3,0,7,8,0,-1
221300908652,1,0,72,telefone,0,2,0,12,10,0,-1
221303121922,0,0,12,whatsapp,5,3,0,25,10,0,-1
221301145929,2,0,10,whatsapp,0,1,0,8,7,0,-1
221300740045,2,1,160,whatsapp,1,2,38,8,4,1,617
221302820438,0,0,66,email,5,4,0,18,7,0,-1
221301492553,1,2,112,whatsapp,0,1,36,9,9,1,587
221300237572,1,1,17,telefone,4,1,4,21,10,1,559
221302234445,1,0,58,carta,1,3,0,12,7,0,-1
221303075000,0,0,153,email,5,0,0,1,9,0,-1
221300502310,1,0,101,whatsapp,0,0,0,6,6,0,-1
221301383394,1,2,49,whatsapp,12,1,15,19,4,1,654
221302213228,1,0,168,whatsapp,0,1,0,11,5,0,-1
221302837601,2,0,53,email,1,0,0,8,3,0,-1
221302468332,0,1,17,email,9,0,0,12,8,0,-1
221300706947,3,1,48,telefone,1,1,58,11,2,1,143
221302019391,2,1,20,telefone,0,0,8,8,7,1,913
221302894985,1,3,15,whatsapp,3,2,3,12,6,1,782
221303292908,2,1,61,whatsapp,1,2,14,3,6,1,533
221302745161,0,1,27,email,3,1,9,6,10,1,859
221302816927,2,1,9,email,2,2,0,25,5,0,-1
221300463333,0,1,168,email,1,2,9,0,8,1,737
221302492007,3,2,104,email,0,4,9,3,9,1,228
221301526788,0,0,19,whatsapp,3,1,0,4,10,0,-1
221300111182,2,0,96,whatsapp,1,1,11,14,7,1,759
221301560822,0,3,15,whatsapp,1,3,3,0,6,1,369
221301004569,2,1,9,whatsapp,3,3,3,0,9,1,319
221300162794,1,1,58,whatsapp,0,1,44,4,10,1,129
221303197654,3,3,33,telefone,4,4,23,13,4,1,246
221303041178,1,1,46,whatsapp,3,3,0,9,4,0,-1
221302516872,2,2,9,carta,0,0,5,11,5,1,315
221302172715,1,0,14,email,1,2,0,10,6,0,-1
221303098695,0,0,28,email,5,1,0,0,5,0,-1
221300549419,2,0,13,telefone,1,0,0,10,2,0,-1
221301157810,1,0,34,telefone,0,3,0,12,4,0,-1
221300717572,1,2,26,email,3,0,4,6,7,1,851
221302368168,0,0,3,whatsapp,2,2,0,9,6,0,-1
221302818949,1,2,23,whatsapp,0,1,31,10,7,1,726
221300662948,2,2,72,whatsapp,11,1,1,5,5,1,100
221300644804,0,3,76,email,3,4,1,6,6,1,301
221300737989,1,0,11,whatsapp,0,5,0,6,4,0,-1
221302646442,0,0,33,whatsapp,0,1,0,13,3,0,-1
221302848447,1,1,28,whatsapp,2,0,41,11,7,1,910
221302807448,3,0,39,email,7,2,0,10,9,0,-1
