id_cliente,churned
221302489689,0
221300457023,1
221301926806,0
221300897875,0
221302974259,0
221300313321,0
221300076913,1
221302872646,0
221300517982,0
221300068063,1
221302262099,0
221301756139,1
221300120302,0
221300594768,0
221301129543,0
221300430291,0
221300255915,0
221302882091,0
221300031612,0
221302647917,0
221300408904,0
221301671641,0
221302651589,0
221301035642,0
221301136816,1
221301395057,0
221300658783,1
221302381944,1
221300606002,1
221300924573,0
221302212363,0
221303044985,0
221300039340,0
221300802405,0
221302645384,0
221300627218,0
221302637860,0
221302599805,0
221302477492,0
221300466542,0
221301457425,0
221301074522,0
221301381096,0
221300246936,0
221301202523,1
221301159386,0
221302874524,0
221301002807,1
221300832718,0
221300940206,1
221303030311,0
221300748581,0
221302808720,1
221302789533,0
221300506208,1
221302577510,0
221300456405,1
221301322429,1
221301041486,1
221302961121,0
221300179634,0
221301705401,0
221302745764,1
221300149779,0
221301937433,0
221301972848,0
221302841152,0
221300858869,0
221301017649,0
221301566145,0
221302323605,0
221300221718,0
221301423519,0
221301649031,0
221301610749,0
221301747615,0
221301140340,0
221300182528,0
221300129618,1
221303182069,0
221302463086,0
221300306542,1
221301860171,1
221302925910,0
221302823317,0
221303073390,0
221300196172,1
221301468522,0
221303044085,0
221300459352,0
221301367198,0
221303006262,0
221300166413,0
221301773596,0
221302425963,0
221302957008,0
221301527264,0
221300254462,0
221300518170,0
221301202184,0
221302774930,0
221301876538,0
221303266584,0
221302156543,0
221302922749,0
221302578481,0
221300098195,0
221302468917,0
221300482988,0
221300362928,0
221301051159,0
221302501582,0
221302926776,0
221300902403,0
221301871797,0
221303245059,0
221300173899,0
221301639515,0
221303060300,0
221302881155,1
221301304285,0
221301117472,0
221302023256,0
221303166813,0
221301581713,0
221303095861,0
221301311863,0
221300740797,0
221303117780,1
221303267717,0
221302781172,0
221300809373,0
221300578527,0
221302585351,0
221301008708,0
221303063480,0
221300162011,0
221302824422,0
221300729930,0
221300065310,1
221302691684,1
221303014587,0
221303237985,0
221301986276,0
221300937979,0
221300259193,1
221301245574,0
221300765806,0
221303246480,1
221302497161,1
221302211989,0
221302633532,0
221303093804,0
221300538337,1
221301354439,1
221300065520,0
221300659786,0
221302822077,1
221302382477,0
221300166886,0
221300217408,0
221303251730,0
221300220059,0
221302540890,0
221301210470,0
221301405037,0
221303082183,0
221300461635,0
221300474865,0
221300629003,0
221302226960,0
221300034865,0
221302523722,0
221301363312,0
221300278188,0
221302942620,0
221300823774,0
221300944378,1
221303047519,0
221302843159,0
221302780380,0
221301444902,1
221300457039,0
221302840291,0
221300218834,0
221300642609,0
221303046091,0
221301169897,1
221302025657,0
221302923072,0
221300726760,1
221302007746,0
221302784572,0
221301358173,0
221300721089,1
221300870261,0
221302952595,1
221302438219,0
221300875783,0
221302970657,0
221300622204,0
221301358197,0
221302286016,0
221303070616,0
221303273655,0
221303099345,0
221301215337,0
221301076184,0
221300431927,0
221301825583,0
221302733254,0
221300291491,1
221302572216,0
221300767034,0
221301884747,0
221302401692,0
221302720491,0
221301071214,0
221300800596,0
221302620724,0
221302881593,0
221300599025,0
221302394027,0
221302978650,0
221302341360,0
221300801316,0
221300428964,0
221303164824,1
221300572354,0
221302979929,1
221302388085,0
221302368466,0
221301263897,0
221300852146,0
221302896775,0
221300027646,0
221302374926,0
221300820601,0
221303200913,1
221301139906,0
221303284828,0
221301938236,0
221302368590,0
221300767006,1
221303091198,1
221300330821,0
221300874376,0
221300075414,0
221302553656,0
221301246540,0
221302951588,0
221300496497,1
221300200673,0
221301772628,0
221303037975,0
221300407488,0
221303146593,0
221301991805,0
221300924453,0
221302877693,1
221300641449,0
221302330370,0
221302323560,0
221302390235,0
221302426861,0
221301850412,0
221301445032,0
221301855154,1
221303292710,0
221301952471,0
221301199803,0
221300099678,0
221300381498,0
221301415717,0
221303102714,0
221300685728,0
221302928458,0
221301235188,0
221301231218,0
221302876916,0
221301616423,0
221302116006,0
221301057396,0
221303159031,0
221302591486,0
221301686269,0
221301518783,0
221300495965,0
221302958665,1
221302055533,0
221302976314,0
221300055411,0
221301386848,0
221300197363,0
221302408225,0
221300385917,0
221300218754,0
221300764764,0
221301802030,0
221302376158,1
221302711206,0
221301119818,0
221301399986,0
221300338064,0
221300728282,0
221301248292,0
221301567905,0
221300594800,0
221300152641,1
221300475778,0
221300912746,0
221300345372,0
221300648230,0
221302300709,0
221300631691,0
221302179442,1
221302743258,0
221301426966,0
221301563426,0
221300173592,0
221301448211,0
221300626902,0
221301056665,0
221301152254,0
221301184004,0
221302307973,0
221300589313,0
221300396987,0
221301964875,0
221302069644,0
221301400719,0
221301207434,0
221300534882,0
221301203380,0
221303182377,0
221301207190,0
221301526441,1
221302949326,0
221301000953,0
221302020138,1
221301692404,0
221300571224,0
221301781396,0
221301805334,1
221301459539,0
221301551933,1
221302381824,0
221302609684,0
221301858391,0
221301039834,0
221300792215,0
221302213764,0
221302366552,1
221301958893,0
221300682417,0
221300334625,0
221302461802,0
221301895926,0
221301545941,1
221301409035,0
221301729950,0
221300679782,1
221302205369,0
221300973887,1
221301633483,0
221301874778,0
221300132221,0
221303303015,0
221302243013,1
221302344599,0
221300676241,0
221300646681,0
221300812975,0
221300872081,1
221301364035,0
221301261393,0
221302275256,0
221302042454,0
221303217951,0
221301422279,0
221302201253,0
221302198770,0
221300355933,0
221301878146,0
221300700481,0
221300754542,0
221300518542,0
221302449110,0
221302309542,0
221302638700,0
221300526669,0
221301581736,0
221300611786,0
221302821388,0
221300882614,1
221303255994,0
221300303083,0
221301570894,0
221301761615,0
221301005737,0
221302799697,0
221301434070,0
221302125728,0
221301016011,0
221301548467,0
221301965917,0
221301348517,0
221300430418,0
221302228452,1
221302704440,0
221303130553,0
221302569530,0
221301943521,0
221301975412,0
221301005502,0
221302324855,0
221300381682,1
221301114588,0
221300174145,0
221300436066,0
221301549084,0
221301092141,0
221302049325,0
221300771102,0
221301437489,0
221302740181,0
221300866064,1
221302033365,0
221302306805,0
221300345455,0
221302899048,1
221301612029,0
221301076853,0
221300575735,0
221302259671,0
221300896975,0
221300924272,0
221303111178,0
221300404386,0
221302986498,0
221301604923,0
221303090222,0
221300298953,0
221303156564,0
221300162030,0
221300135130,0
221302863914,0
221303021341,0
221301475691,0
221301070452,1
221301207749,1
221301547016,0
221302843160,0
221301971528,0
221301862456,0
221303053953,0
221301778072,0
221302467808,0
221302917329,1
221300102898,0
221301743568,0
221300852991,0
221302146803,0
221301852988,0
221300464061,0
221302311799,0
221301764517,0
221301183703,0
221301372095,0
221300882846,0
221302828450,0
221300703658,0
221302860443,0
221301661545,0
221300766431,0
221300001602,0
221300087274,0
221301461714,0
221302501940,0
221302543894,0
221301832971,0
221303079021,1
221303062554,0
221300409549,0
221300253942,0
221302094102,0
221301739130,0
221301818120,0
221303244887,0
221302710355,0
221303009246,0
221302174930,0
221303033322,0
221301016299,0
221300415856,1
221302167163,0
221301073224,0
221303109471,0
221303303364,0
221301444329,0
221303218778,0
221302879361,0
221300748500,0
221302023642,0
221300679993,0
221300178385,0
221301756587,0
221302378765,0
221300454199,0
221302718028,0
221300061990,0
221303223116,0
221301143089,0
221300815971,0
221301866408,1
221300532827,0
221302185759,0
221300711623,0
221302983657,0
221300593984,0
221302922853,1
221302601670,0
221302688040,0
221300507144,0
221300219919,0
221303013388,0
221301561006,0
221301383062,0
221301922487,1
221301866463,0
221302055150,0
221300839334,1
221301909243,1
221301211716,0
221302291110,0
221302316245,0
221302329879,0
221303051299,0
221301764898,0
221302602698,1
221302493135,0
221302547040,0
221302596650,1
221303038385,0
221300338770,0
221302859770,1
221301954575,0
221300422424,0
221300627611,0
221301751528,0
221302306177,1
221300538979,0
221303094974,0
221303201823,0
221302629725,1
221303261916,0
221302888055,0
221303100157,0
221302712953,0
221300410850,0
221303096450,0
221300737158,0
221301137487,0
221302353107,0
221302747814,0
221301574195,0
221302467976,0
221302859275,0
221301565813,0
221301037548,0
221300280111,0
221302289724,0
221303009636,0
221301127665,0
221301564034,0
221300549128,0
221303070355,0
221302843292,1
221302937844,1
221303268039,0
221301961056,0
221303242527,0
221302972580,0
221302111948,0
221302388027,0
221303244141,0
221301533052,0
221302394916,0
221300318278,0
221303151381,0
221303135761,0
221302814874,0
221302363031,0
221303090921,0
221302786492,0
221303139042,0
221301775419,0
221303097444,0
221301905937,0
221300829972,0
221301065818,0
221301560449,0
221302183733,0
221301392566,0
221301139526,0
221303199922,0
221301476141,0
221301435463,1
221302517713,0
221301429470,0
221302608289,1
221301652142,0
221300548975,0
221301272127,0
221300859090,0
221303244276,0
221301714760,1
221301208267,0
221302857991,0
221301202735,0
221302127273,0
221301649705,0
221301913475,0
221300048006,1
221301110694,0
221300169516,1
221303160635,0
221303089987,1
221301827686,0
221300580409,0
221302297259,0
221302835396,1
221301690077,0
221300861530,0
221303010342,0
221300706192,0
221303169929,0
221303158202,0
221302954603,0
221300669197,0
221302280770,0
221301235982,0
221303242637,0
221303064042,0
221300910013,1
221300473977,1
221301862496,0
221302383188,1
221302150175,1
221300495162,0
221301346134,0
221303287025,0
221301528258,0
221302920766,0
221302733966,0
221301881665,0
221300210508,0
221300407534,0
221302900533,0
221301132437,0
221301895358,0
221302102271,0
221300488114,1
221303228100,0
221301141849,0
221301511176,0
221302791937,0
221300167161,0
221300501868,0
221300895149,0
221303154581,0
221301432021,0
221303234073,0
221300667223,1
221301897739,0
221302071716,0
221300011226,0
221301645639,0
221300865285,0
221302828867,0
221303089309,0
221302892753,0
221302906465,0
221301173894,0
221303307514,0
221300781385,0
221303244106,0
221303103954,0
221302727880,0
221302186204,0
221302570692,0
221302899107,0
221300601186,0
221302924894,0
221302623430,0
221300532889,0
221301469713,0
221301102992,0
221302011873,0
221300812741,0
221302604480,0
221300950129,1
221302494619,0
221301593758,0
221300481130,0
221302048460,0
221301200717,0
221300897243,0
221300616993,0
221301887370,1
221303240820,0
221301119361,0
221303152244,0
221300437098,0
221300386191,0
221302292687,0
221303275358,0
221303176794,0
221301181984,0
221301865615,0
221302257267,0
221303255502,0
221302783156,1
221302612148,0
221300297471,0
221300968889,0
221303158916,0
221301945324,0
221300576816,1
221302823049,0
221302789697,1
221302096773,0
221300225448,0
221300218316,1
221303174876,0
221302808092,0
221301996259,0
221300491080,1
221300164637,0
221303067991,0
221300453769,0
221302692292,0
221302385323,0
221300465411,0
221300066538,1
221300480890,1
221302162278,0
221302155976,0
221301065132,0
221301166347,0
221301359165,0
221300188048,0
221301602980,0
221303140409,0
221302609497,1
221300227705,0
221300292553,0
221302524130,0
221300772527,0
221302596129,0
221301660760,0
221302941646,0
221301742348,0
221302045176,0
221300483247,1
221301020362,0
221302988734,0
221301560212,0
221300764419,0
221301113264,0
221300967215,0
221301333244,0
221301782460,0
221302649702,0
221301569175,0
221302826327,1
221302472538,0
221302089286,0
221302868850,0
221301931560,0
221300003095,0
221301055565,0
221303159803,0
221302632584,0
221303090113,0
221302165578,0
221301886282,0
221301832976,0
221301761161,0
221301277753,0
221302658817,1
221303279666,0
221302600822,0
221300720756,0
221300148228,0
221301461263,1
221300859938,0
221301190583,0
221302236617,0
221302225110,0
221301314729,0
221303147466,0
221302838446,0
221300670679,0
221301346945,0
221301246015,0
221302782251,0
221300825646,0
221300503359,0
221302352718,0
221301893114,1
221302062611,0
221302245081,0
221302858554,0
221302060893,0
221301648015,0
221300121374,0
221301646625,0
221301785568,0
221303026780,0
221301848199,0
221300506313,1
221301231389,0
221302605089,0
221302419521,0
221300383088,0
221300440297,0
221301902719,0
221302632261,0
221302774376,1
221301279583,0
221301418821,0
221300785583,0
221302660510,0
221300753655,0
221302160966,0
221301326263,0
221301566046,0
221302863557,0
221302806765,0
221300672897,0
221302846402,1
221303276953,0
221303032386,0
221302107173,0
221302848493,0
221303083775,0
221300432549,0
221301684837,1
221303187619,0
221300911817,0
221302893165,0
221300771286,0
221302992330,0
221303099626,0
221300056020,0
221302864721,0
221301437538,0
221301516406,0
221302489448,0
221302833276,0
221301306541,0
221301195217,0
221300288817,0
221302931384,0
221302596867,0
221301332205,0
221302787493,0
221302181791,0
221300388109,1
221301050885,0
221302832215,0
221300780503,0
221301652329,0
221302821573,0
221300196320,1
221302660634,0
221302222740,1
221300305954,0
221302557825,0
221303231186,0
221300374569,0
221300968113,0
221302006085,0
221302988715,0
221300292339,0
221300869109,1
221303060159,0
221300663801,0
221300775900,0
221301506388,0
221302155922,0
221302275408,0
221300798432,0
221301514335,1
221301807285,0
221301737605,0
221302656035,0
221301526607,0
221302306051,0
221300251168,0
221303054436,0
221302935646,0
221300192193,0
221300754974,0
221300015958,0
221301715163,0
221300934899,0
221300608547,1
221300435665,0
221302330450,0
221302486892,1
221302039814,0
221301683079,0
221301369597,0
221300104997,0
221300608686,0
221302207609,0
221302032669,0
221300399808,1
221302538328,0
221303244497,0
221302329512,0
221302907922,0
221301761490,0
221302955082,0
221300474220,1
221303285912,0
221303141152,0
221300393509,0
221301119061,0
221302991544,0
221303244806,0
221303109912,0
221302855947,0
221303279562,0
221302682145,0
221301823706,0
221302704013,0
221301732932,0
221302785091,0
221300893354,0
221302044177,0
221301987075,0
221303300983,0
221300412538,0
221303179823,0
221302859915,0
221302112748,1
221302734822,0
221303118988,0
221300028009,0
221301552389,0
221301141632,0
221301796281,0
221301735587,0
221303267511,0
221301991949,0
221302094771,0
221301336955,0
221300028452,0
221300541319,1
221302164872,0
221300565617,0
221300587904,0
221301404490,0
221300880672,0
221301384579,1
221302106425,0
221301154821,0
221300345497,0
221301067374,0
221300295093,0
221302768245,0
221301199756,0
221301711669,0
221301079137,0
221302315524,0
221301114482,1
221301704029,0
221302342546,1
221300933252,0
221301704096,0
221303183788,0
221300516254,0
221300462678,0
221301267584,0
221301377426,1
221300900120,0
221303008047,0
221300848500,0
221302961280,0
221301228042,0
221301142432,1
221303163906,0
221300758351,0
221300330778,0
221300707301,1
221302395292,0
221302210141,1
221302477755,0
221302705189,0
221301483498,0
221302171137,1
221302520707,0
221300727241,0
221303087787,0
221302571951,0
221301212271,0
221301789315,1
221302918900,0
221302166389,0
221302981097,0
221300319916,0
221303301460,0
221302355594,0
221303115254,0
221300354201,0
221303026389,0
221302168239,0
221300689944,0
221303073158,0
221302607854,1
221301662637,0
221302957228,0
221302529180,0
221300649296,0
221300086908,1
221302987539,0
221302448586,0
221301644888,0
221300176869,1
221301019041,0
221300488814,0
221302173211,0
221300448209,0
221301869489,1
221303051350,0
221302898269,0
221301014181,0
221301897693,0
221302488464,0
221300318110,0
221301438563,0
221301177856,0
221303110608,0
221301957256,0
221300811373,0
221303050039,0
221301449257,0
221301732086,0
221301508755,0
221302054597,0
221300111567,0
221302975910,0
221300488194,0
221303264111,0
221300065600,0
221302840641,0
221303146367,0
221302353191,0
221301994375,0
221300962436,1
221302785124,0
221300685811,0
221303242571,0
221300147307,0
221302931353,0
221301732101,0
221301221078,0
221302793876,0
221302879211,0
221301235805,0
221302954892,0
221301792677,0
221302660641,1
221300284364,0
221300483430,0
221302201081,0
221302585706,0
221303203234,1
221300680027,0
221301065574,1
221303035052,1
221302581742,0
221302063937,0
221301821320,0
221300811860,0
221302724371,0
221303294917,0
221303128164,0
221301408711,0
221300607088,0
221301155765,0
221301421448,0
221302416427,0
221300205252,0
221302512483,1
221302356850,0
221302350544,0
221301256352,0
221302784160,0
221301540875,0
221300059122,0
221302757362,0
221300608821,0
221303115433,0
221302901672,0
221302186995,0
221300281647,1
221302526689,0
221302899972,1
221302456829,0
221301149995,0
221302306659,0
221301080249,0
221302156476,0
221302821067,0
221301724780,0
221300013027,0
221301395943,0
221301236317,0
221300938013,0
221300774395,0
221300436250,0
221300670283,0
221302590641,0
221300941030,0
221301449304,0
221300031063,0
221302279840,0
221301358293,0
221301528645,0
221303009533,0
221300614413,0
221301536731,0
221303128880,0
221300628918,0
221300656007,0
221302372485,0
221303131228,0
221301147991,1
221301307659,0
221302703859,0
221301078471,0
221301832946,0
221300365124,0
221300829917,0
221301075039,0
221302419595,0
221300515628,0
221300090592,0
221300254866,0
221302614057,0
221303130528,1
221300239479,0
221303238408,0
221300989042,1
221301752919,0
221300240264,1
221302087410,0
221301472085,0
221301395045,0
221302217945,0
221301271080,0
221300502660,0
221303276874,0
221303089191,0
221303249144,0
221302761542,0
221302965416,0
221300349916,0
221300712324,0
221300631840,0
221300086245,0
221300624466,0
221301020027,0
221303124038,0
221301735803,0
221302380131,0
221301750655,0
221302312759,0
221301484563,0
221302939136,0
221303034461,1
221300775246,1
221302540292,0
221302027435,0
221300608153,0
221302860300,0
221301020143,0
221303021038,0
221302248116,0
221302195669,0
221301363620,0
221301600827,0
221302471260,1
221302834093,0
221301405725,0
221301671518,0
221301224245,0
221300355886,0
221302048523,0
221300337877,0
221300859519,0
221301537297,0
221301330049,0
221302615845,0
221300455626,0
221300674077,0
221302610893,0
221301027879,0
221303146910,0
221302396451,0
221301176912,0
221300869332,0
221301163506,0
221301198346,0
221301871353,0
221303039621,0
221303158504,0
221301827991,0
221302454061,0
221301018671,0
221301087438,0
221302616642,0
221302124377,0
221303196656,0
221302309734,1
221300229564,0
221301105322,0
221302543307,0
221301267788,0
221302356420,0
221300010501,0
221301296068,0
221303265018,0
221302120071,0
221300301738,0
221302240759,0
221301511893,0
221300357862,0
221302344042,1
221301515387,1
221302522486,0
221301432664,0
221303228072,0
221302316835,0
221302920209,0
221303106106,0
221301751428,1
221302898674,0
221300504204,0
221301622974,0
221300023936,0
221301077718,0
221302466531,0
221303226828,0
221301409688,0
221302917007,0
221300521305,0
221302972861,0
221301946498,1
221303215626,0
221300664278,0
221303139518,0
221302968947,1
221303071936,0
221301405435,1
221300164046,0
221301989070,0
221302917728,0
221300922159,0
221303044327,0
221302724964,0
221300770095,0
221301118550,0
221300162973,0
221303208319,0
221301472564,0
221303192546,0
221301250920,0
221302209239,0
221302553546,0
221300888956,0
221300916924,0
221300478439,0
221301035526,0
221303037767,0
221303081708,0
221301160055,0
221300252582,0
221303005365,0
221303032343,0
221301472532,0
221301243879,0
221300170221,0
221301146373,0
221301177596,0
221303167486,0
221300657818,0
221302923026,1
221303173208,0
221302068442,0
221303208266,0
221300398671,0
221300680108,0
221302930695,0
221302264936,0
221302716315,0
221302234818,0
221303120315,0
221300987211,0
221301878049,0
221300303753,0
221300678133,0
221300549945,0
221300051469,0
221300610614,0
221300698028,0
221303047760,0
221302980934,0
221303215414,0
221300673207,0
221301581408,1
221301786892,0
221302746936,1
221301138126,0
221302408530,0
221300693060,1
221300340750,1
221302130218,1
221301651642,0
221301065306,0
221301762830,0
221302597724,1
221300569636,0
221300625429,0
221302593534,0
221301054009,0
221301490404,0
221300770350,0
221301453968,0
221302816415,0
221302005154,0
221300429296,0
221303025767,0
221301728603,0
221303252127,0
221301911994,0
221300463823,1
221301868798,0
221302740420,1
221301662222,1
221303105728,0
221302947222,0
221303117988,0
221300930651,1
221301454073,0
221301476904,1
221302540658,0
221301545473,0
221301730051,1
221300005093,0
221301990978,0
221302981666,0
221300786206,0
221301455296,0
221303199141,0
221302316373,0
221302004500,0
221300418581,0
221302014109,1
221300172058,0
221301041678,0
221302841566,0
221300076066,0
221301432539,1
221301145133,0
221300630729,0
221303254500,0
221301826958,1
221302677979,0
221300494427,0
221300763782,0
221301946944,0
221300540538,0
221300467254,0
221302772168,0
221302838922,0
221302019878,0
221300017816,1
221301327796,0
221300072173,0
221302731874,0
221302569065,0
221300236309,0
221302981639,1
221301449116,0
221301597581,0
221300116625,0
221301422827,0
221302814625,0
221301781136,0
221302743282,0
221303270252,0
221302832064,0
221302927689,0
221301592633,0
221303221165,0
221301881671,0
221301832639,0
221302854533,0
221303033252,0
221301717248,0
221301309584,0
221301113820,0
221303025308,0
221300224844,0
221303017393,0
221300051595,0
221302384724,0
221301866763,0
221302709356,0
221303047777,0
221302743024,0
221302354000,0
221302395821,0
221302485152,0
221300956339,0
221301652753,0
221300719046,0
221301893620,0
221300448937,0
221300002990,0
221302305309,0
221302479353,0
221300594406,0
221301422977,0
221300423586,0
221302532516,0
221301249809,1
221303144496,0
221302264166,0
221303100876,0
221303037530,0
221300553865,0
221301181539,1
221301009593,0
221302553679,0
221302188233,0
221300811837,0
221302787071,0
221302432539,0
221303205760,0
221301753835,0
221300812837,0
221301621214,0
221301874977,0
221303136139,0
221303045115,0
221301977699,1
221302599740,0
221302618062,0
221300681726,0
221303059949,0
221301570961,0
221302386665,0
221303267866,0
221303205867,0
221302346150,0
221302851306,0
221300352571,1
221302805531,0
221301765673,0
221302260323,0
221300499293,0
221300886718,0
221301134816,0
221300137510,0
221301045815,0
221303062948,0
221300805750,0
221302185469,0
221303232502,0
221302366176,0
221302870353,0
221301239643,0
221302801027,1
221302590386,0
221302499244,0
221300856748,0
221300848513,0
221302763532,0
221302514579,0
221300599989,0
221303126931,0
221302218469,0
221300768209,0
221302635611,0
221300721485,0
221300117837,0
221301670490,0
221303066897,0
221301179054,0
221300284601,1
221301460141,1
221303299458,0
221302520977,0
221300342037,0
221302438673,0
221303111102,0
221301751484,1
221302604628,0
221300560428,0
221300616484,0
221300372513,0
221300100902,0
221303246013,0
221302162894,0
221300854748,0
221301307154,0
221301693956,0
221302596978,0
221301473449,0
221300634281,0
221301851007,1
221300183861,0
221301714035,0
221301868683,0
221302200490,0
221300184084,0
221303257924,0
221301138175,0
221301880912,0
221302002308,0
221301177559,0
221302479781,0
221300888533,0
221303260219,0
221300139810,0
221300229808,0
221302379892,0
221302784350,0
221301813207,0
221302561206,0
221302280182,0
221301951049,0
221302208326,1
221302398172,0
221303049137,1
221301807840,0
221300123761,0
221302549782,0
221300783364,0
221302611441,0
221301558634,0
221300798557,0
221300748476,0
221300351323,0
221300611068,0
221300951809,0
221301415033,0
221302993107,0
221300386873,0
221300776800,1
221300026863,0
221302286946,0
221302567326,1
221301786364,0
221301257900,0
221300413814,0
221301248168,0
221300150635,1
221303028032,0
221300051185,0
221300901802,0
221300200733,0
221302776085,1
221303086719,0
221303167860,0
221301585323,0
221301202793,0
221302415397,0
221300835764,0
221301506235,0
221302806538,0
221302168137,0
221303108533,1
221302303303,0
221300499631,0
221300638027,0
221301011751,0
221300277975,0
221302012587,0
221301572006,0
221302953447,0
221301312062,0
221301587163,0
221300648926,0
221301997093,0
221301441104,0
221301495725,0
221302549328,0
221302638645,0
221301990768,1
221300353997,0
221302028973,0
221301147017,0
221300150348,0
221302248762,0
221301090369,0
221302436729,1
221300291609,1
221302868652,0
221302997732,0
221301813564,0
221303280969,1
221301118000,1
221302311686,0
221301108629,0
221300411737,0
221300751105,0
221302143997,0
221301523936,0
221303202317,0
221300487344,1
221301730640,0
221300918177,0
221302903467,0
221303225434,1
221302969448,0
221303055026,0
221302917857,0
221301453796,1
221301419950,0
221302777815,1
221302858828,0
221302525685,0
221302734985,0
221300116262,0
221302537339,0
221300460784,0
221300163540,0
221301740179,0
221302637040,0
221303106927,0
221303242453,0
221301603222,0
221300730191,0
221300727510,0
221300483914,0
221301008001,0
221300389655,0
221300091225,0
221300319517,0
221300333293,0
221302323383,0
221302103981,0
221302415645,0
221302639708,0
221303294195,0
221300501314,0
221302485083,1
221303206921,1
221301976870,0
221303045629,0
221302770102,0
221301354834,0
221301067175,0
221301548330,0
221302578924,0
221303001064,0
221300825540,0
221303034530,0
221302832174,0
221300593141,0
221302827930,0
221301332819,0
221301695519,0
221300496171,0
221300016137,0
221300453005,0
221302768516,0
221301455224,0
221301700935,0
221303085982,0
221300872879,0
221300343427,0
221300801728,1
221302637677,0
221300876046,0
221301457873,0
221300039582,0
221300335171,0
221300358484,0
221300164151,0
221303231308,0
221300182368,0
221302049882,0
221301645347,0
221302843492,0
221300621550,1
221301222254,0
221302392179,0
221301478932,0
221301974775,0
221301242650,0
221300316938,0
221302657092,0
221302857448,0
221301243783,0
221300064558,0
221300348136,0
221300053340,0
221302292919,0
221301139952,0
221301505495,0
221302428458,0
221301913201,0
221301470965,0
221300269560,0
221301291646,0
221303083301,0
221301441437,1
221302609564,0
221302951139,0
221301812590,0
221301180670,0
221301429621,0
221300877786,0
221301611998,0
221301246653,0
221302543550,0
221301781110,1
221301075437,0
221300159221,0
221301876103,0
221302115819,0
221302562078,0
221300177499,0
221300523608,0
221301048098,1
221301614850,0
221300069460,0
221301284143,1
221300837913,0
221302470483,0
221301428280,0
221302909842,0
221302273627,0
221302203954,0
221302881960,0
221302180577,0
221301251753,0
221300527354,0
221301920547,0
221300750409,0
221302084270,0
221302426996,0
221300537353,0
221302450244,0
221301492383,0
221303262207,0
221303242827,0
221300597176,0
221302872685,0
221300006399,0
221303263030,0
221302513637,0
221302137734,0
